A: TGF.Non.v.CON.Non.TT,,,,,,,,,,,,,,,,,,,
B: TpS.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
C: TpK.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
D: TpK.Non.v.TpS.Non.TT,,,,,,,,,,,,,,,,,,,
>> A.only (TGF.Non.v.CON.Non.TT),,,,,,,,,,,,,,,,,,,
,,,,A,,,,,,,,,,,,,,,
PROBE_ID,ILMN_GENE,ACCESSION,CHROMOSOME,FDR_TGF.Non.v.CON.NonNA,FC_TGF.Non.v.CON.Non,AveExpr_TGF.Non.v.CON.Non,t_TGF.Non.v.CON.Non,,,,,,,,,,,,
ILMN_2356284,PFDN5,NM_145897.2,12,0.00436932,-1.391279766,12.39526438,-4.620197498,7.48E-05,1.59087005,12.39526438,6.495803176,0.002233255,1.421351681,12.39526438,4.91938723,,,,
ILMN_1744302,LOC645489,XM_928514.1,8,0.030253293,-1.390957931,8.373634535,-3.445596829,0.00686405,1.46578463,8.373634535,3.992707266,0.011054872,1.464411065,8.373634535,3.982918161,,,,
ILMN_2201533,C17ORF61,NM_152766.2,17,0.019715198,-1.389546513,10.29201185,-3.708391534,0.000423226,1.630362878,10.29201185,5.510017509,0.000596986,1.656923839,10.29201185,5.692182577,,,,
ILMN_1654385,ASB13,NM_024701.2,10,0.010343043,-1.38878989,7.405173228,-4.102671121,0.000286712,1.58239778,7.405173228,5.732939027,0.000102224,1.725201885,7.405173228,6.812253539,,,,
ILMN_1697629,PLA2G4B,NM_005090.2,15,0.04405977,-1.387304615,7.398338685,-3.209559829,0.00255717,1.585595446,7.398338685,4.519386494,0.021601277,1.440906306,7.398338685,3.58123618,,,,
ILMN_3240943,LOC100133772,XM_001715145.1,,0.044577439,-1.386619,10.43481304,-3.202898863,0.03759627,1.365843808,10.43481304,3.05497709,0.031598825,1.408902986,10.43481304,3.359119871,,,,
ILMN_1696254,CYB5D2,NM_144611.2,17,0.006061643,-1.386229171,9.111322783,-4.414650975,4.00E-05,1.663236132,9.111322783,6.877245858,5.44E-05,1.708889285,9.111322783,7.243279294,,,,
ILMN_1801441,RFTN2,NM_144629.1,2,0.021221397,-1.386187769,7.911912279,-3.664277211,9.10E-05,1.766718366,7.911912279,6.386098007,0.027901357,1.357860626,7.911912279,3.432598957,,,,
ILMN_3265343,LOC100130633,XM_001725169.1,,0.019796799,-1.38607489,8.809777156,-3.706069545,0.014843037,1.370237338,8.809777156,3.575615717,0.002119488,1.546182098,8.809777156,4.946959876,,,,
ILMN_1815346,TMEM136,NM_174926.1,11,0.000659533,-1.385872709,8.781969784,-5.74494431,0.001253133,1.321062879,8.781969784,4.901794572,0.00152596,1.338994035,8.781969784,5.139140994,,,,
ILMN_1672536,FBLN1,NM_006486.2,22,0.005017328,-1.38428753,13.59061975,-4.530613275,0.000905517,1.439800161,13.59061975,5.078417371,0.001392162,1.451452323,13.59061975,5.190717055,,,,
ILMN_1766851,TMEM126B,NM_018480.2,11,0.003102529,-1.383527918,10.16223464,-4.82357853,6.28E-05,1.559227469,10.16223464,6.599955261,0.000188096,1.538294715,10.16223464,6.399129099,,,,
ILMN_1743806,MIF4GD,NM_020679.2,17,0.006231663,-1.382873749,7.832228407,-4.39892865,0.003915375,1.371905065,7.832228407,4.290864282,0.033165562,1.278387993,7.832228407,3.332810709,,,,
ILMN_1677043,AKR7A2,NM_003689.2,1,0.001874021,-1.382468295,11.01520075,-5.128688718,3.98E-06,1.696224851,11.01520075,8.367619545,0.000539592,1.437867578,11.01520075,5.750880236,,,,
ILMN_3225406,LOC728640,XR_015474.1,10,0.003525897,-1.382422999,7.751592478,-4.746507321,0.007716941,1.307454048,7.751592478,3.929288864,0.025622326,1.268449624,7.751592478,3.4853797,,,,
ILMN_3300313,P4HTM,NM_177938.2,3,0.033826437,-1.381760465,8.790142079,-3.375594651,0.000743192,1.643981016,8.790142079,5.189530317,0.027646951,1.389997826,8.790142079,3.437642994,,,,
ILMN_1841620,HS.572642,AK128481,2,0.01113443,-1.380979266,8.150464528,-4.054929028,0.002821885,1.426708938,8.150464528,4.464167963,0.003937026,1.440723245,8.150464528,4.586960303,,,,
ILMN_1708987,HSD11B1L,NM_198708.1,19,0.011058151,-1.380895263,7.287513946,-4.059365254,0.00062657,1.522430653,7.287513946,5.286690589,0.005737637,1.41570907,7.287513946,4.372541618,,,,
ILMN_1719256,CKS1B,NM_001826.1,1,0.008820509,-1.380712214,9.696900996,-4.201578349,0.021768553,1.294578112,9.696900996,3.362633986,0.000711124,1.535072336,9.696900996,5.581850468,,,,
ILMN_1686871,PARP1,NM_001618.2,1,0.006935127,-1.380380119,9.428747065,-4.333169738,0.005720325,1.355742499,9.428747065,4.091083021,5.20E-05,1.718963647,9.428747065,7.281857205,,,,
ILMN_1763852,ACACB,NM_001093.3,12,0.032929193,-1.378800336,6.935181131,-3.391276325,0.000193812,1.758370188,6.935181131,5.958627747,0.00145242,1.63105671,6.935181131,5.165119469,,,,
ILMN_1696767,SERP2,NM_001010897.1,13,0.009857108,-1.377437651,8.398187372,-4.133971301,0.001057966,1.472289852,8.398187372,4.993670965,0.023204839,1.31551471,8.398187372,3.540169261,,,,
ILMN_1795507,ABCA6,NM_080284.2,17,0.007506107,-1.376422788,6.710154197,-4.292363861,3.71E-05,1.674947314,6.710154197,6.929597079,0.005154522,1.391176074,6.710154197,4.435603021,,,,
ILMN_1660577,ATP5G2,NM_005176.4,12,0.015149929,-1.376320593,11.87140188,-3.873285554,0.009155146,1.37218193,11.87140188,3.836766445,0.040529829,1.302733285,11.87140188,3.206959658,,,,
ILMN_1737604,FLJ10986,NM_018291.2,1,0.013468502,-1.374785408,8.487303553,-3.943470207,0.000886147,1.50820652,8.487303553,5.091006924,0.01337889,1.366570892,8.487303553,3.869220814,,,,
ILMN_1802106,APOBEC3G,NM_021822.1,22,0.003728902,-1.373513906,6.716438925,-4.712895649,0.000245721,1.479740345,6.716438925,5.819116023,0.001635208,1.409268377,6.716438925,5.094509171,,,,
ILMN_1764619,FLJ45244,NM_207443.1,14,0.01609531,-1.373443409,6.717672251,-3.830404938,0.00883702,1.376434738,6.717672251,3.856666872,0.028153123,1.328417868,6.717672251,3.428047591,,,,
ILMN_1721008,DUT,NM_001025248.1,15,0.01387053,-1.373026358,8.168181355,-3.926541209,0.008746426,1.365887995,8.168181355,3.86197901,0.01037289,1.383432737,8.168181355,4.020061808,,,,
ILMN_1688041,TMEM53,NM_024587.2,1,0.036338642,-1.371910946,6.614864716,-3.329095048,0.042855227,1.327226622,6.614864716,2.980470608,0.003293354,1.560693891,6.614864716,4.686464824,,,,
ILMN_2092756,TMEM109,NM_024092.1,11,0.019322116,-1.371007542,9.646084429,-3.718803539,0.000126172,1.692103619,9.646084429,6.198744409,0.000111918,1.774159479,9.646084429,6.756828852,,,,
ILMN_1659364,RFC5,NM_007370.3,12,0.047888965,-1.368952557,8.056339392,-3.160116008,0.000395414,1.736270095,8.056339392,5.551926943,0.01268892,1.473726514,8.056339392,3.902215599,,,,
ILMN_1660341,LRPAP1,NM_002337.1,4,0.024183268,-1.367848513,10.00659948,-3.583912782,0.012079472,1.380397725,10.00659948,3.688402923,0.000614166,1.641710066,10.00659948,5.671971975,,,,
ILMN_1671583,MKRN1,NM_013446.2,7,0.00645503,-1.367519468,10.67552432,-4.377665983,6.19E-05,1.603982501,10.67552432,6.60834382,0.005668171,1.367851146,10.67552432,4.381057786,,,,
ILMN_1769091,PRCP,NM_199418.2,11,0.002061785,-1.365387949,11.8467689,-5.075182576,4.09E-05,1.52390956,11.8467689,6.865136199,0.027901357,1.23448634,11.8467689,3.432819194,,,,
ILMN_1651819,GALNT11,NM_022087.2,7,0.038017454,-1.365332922,9.698449859,-3.299230827,0.000524058,1.662669482,9.698449859,5.386701127,0.005119612,1.520670424,9.698449859,4.440862135,,,,
ILMN_1740960,MACROD1,NM_014067.2,11,0.010244461,-1.364895158,7.067659578,-4.109239748,0.010707646,1.328788736,7.067659578,3.755090318,0.015304497,1.332451667,7.067659578,3.791453986,,,,
ILMN_1741180,HEXDC,NM_173620.2,17,0.00334766,-1.364309987,7.015865778,-4.777165136,4.03E-05,1.563619745,7.015865778,6.874030987,4.44E-05,1.617767984,7.015865778,7.397559393,,,,
ILMN_1655433,BCKDHB,NM_000056.2,6,0.016908474,-1.364227597,7.381800556,-3.79736959,0.016289574,1.334317877,7.381800556,3.526332944,0.013588408,1.371161335,7.381800556,3.859353207,,,,
ILMN_1754045,FANCL,NM_018062.2,2,0.035293172,-1.364148385,7.55739999,-3.346891458,0.00224302,1.53076864,7.55739999,4.588942704,0.016613003,1.4144866,7.55739999,3.737445755,,,,
ILMN_2389376,WDR23,NM_025230.3,14,0.003769391,-1.363072206,7.494312862,-4.706319862,0.00174851,1.364806724,7.494312862,4.725642503,0.005863288,1.33198064,7.494312862,4.355723718,,,,
ILMN_2043452,FANCE,NM_021922.2,6,0.015282832,-1.362773099,7.790441262,-3.867639988,0.001220965,1.482249613,7.790441262,4.917756009,0.025802696,1.321230022,7.790441262,3.480796479,,,,
ILMN_1675684,APOBEC3C,NM_014508.2,22,0.004570933,-1.362771202,7.426342017,-4.590984775,7.09E-05,1.552902658,7.426342017,6.528202824,0.000428006,1.48880894,7.426342017,5.903017947,,,,
ILMN_1798957,C12ORF47,XR_017973.1,,0.017290051,-1.362521692,9.477572024,-3.784818638,0.001125837,1.500191532,9.477572024,4.962530541,0.001370145,1.529727999,9.477572024,5.201083148,,,,
ILMN_2225735,CRBN,NM_016302.2,3,0.024222219,-1.361732255,9.433615042,-3.582952979,0.001389947,1.51858449,9.433615042,4.848078913,0.009493898,1.420722071,9.433615042,4.075069014,,,,
ILMN_1715069,TANK,NM_004180.2,2,0.009059339,-1.360955682,9.171917981,-4.186856419,0.000526174,1.486400426,9.171917981,5.384687085,0.000158167,1.616480303,9.171917981,6.524420218,,,,
ILMN_1706502,EIF2AK2,NM_002759.1,2,0.016376931,-1.357627755,9.351640043,-3.818254029,0.047528098,1.263380247,9.351640043,2.919723242,0.045463543,1.285595647,9.351640043,3.137415788,,,,
ILMN_2197030,ZFYVE21,NM_024071.2,14,0.048726079,-1.357213047,9.618182543,-3.149608505,0.031400107,1.358272004,9.618182543,3.157651189,0.002498494,1.600402903,9.618182543,4.849242445,,,,
ILMN_1766200,CALHM2,NM_015916.3,10,0.046583256,-1.357184019,8.596549613,-3.177290625,0.00022568,1.758412074,8.596549613,5.871735377,0.009420762,1.48036383,8.596549613,4.081086259,,,,
ILMN_3289779,LOC100131471,XR_038234.1,,0.0013004,-1.356343335,6.517805936,-5.34881475,0.041088645,1.186698461,6.517805936,3.00395864,0.006840436,1.27514673,6.517805936,4.265492894,,,,
ILMN_1785785,NCOA1,NM_147223.2,2,0.010762788,-1.355527055,6.831582373,-4.077236123,0.046570742,1.244602343,6.831582373,2.932916214,0.049672228,1.258185221,6.831582373,3.078402657,,,,
ILMN_1787705,ATP6V1B2,NM_001693.3,8,0.034462192,-1.355462684,10.94346802,-3.361472813,0.006399646,1.440109625,10.94346802,4.030980068,0.002353301,1.555810367,10.94346802,4.885070692,,,,
ILMN_1743767,ZNF446,NM_017908.2,19,0.008883104,-1.355145506,7.52520369,-4.19832113,0.000128443,1.565053633,7.52520369,6.187751685,0.029212953,1.279619069,7.52520369,3.406114448,,,,
ILMN_1702175,ST7,NM_018412.3,7,0.016632984,-1.351818856,7.940082215,-3.810082377,0.000166432,1.613042825,7.940082215,6.043057144,0.001700771,1.493751314,7.940082215,5.071969825,,,,
ILMN_1715969,SLC25A37,NM_016612.2,8,0.02565408,-1.351727145,7.96644438,-3.548711962,0.04557579,1.284144096,7.96644438,2.944776435,0.019491533,1.362405817,7.96644438,3.641367238,,,,
ILMN_2161286,FAM40B,NM_020704.1,7,0.009598758,-1.3515503,7.825533988,-4.151280696,0.030287022,1.259383377,7.825533988,3.177992492,0.04976996,1.250206021,7.825533988,3.077206872,,,,
ILMN_1712088,CLYBL,NM_206808.1,13,0.004365758,-1.350678926,6.696092668,-4.621307406,0.003558035,1.326254614,6.696092668,4.340769186,0.002458133,1.371664802,6.696092668,4.858329024,,,,
ILMN_2140990,CAMK1,NM_003656.3,3,0.016842828,-1.350514364,7.465877423,-3.799842648,0.009362833,1.353147424,7.465877423,3.824473562,0.006521546,1.404314961,7.465877423,4.293834361,,,,
ILMN_1695362,ZNF32,NM_001005368.1,10,0.004780791,-1.349778365,8.809455352,-4.55805105,0.001123832,1.386275647,8.809455352,4.963499675,0.027612862,1.25393164,8.809455352,3.438728742,,,,
ILMN_1692962,CTDSP2,NM_005730.3,12,0.009914085,-1.349511573,11.07116503,-4.129778365,0.002039774,1.400696397,11.07116503,4.642679802,0.026702432,1.28525211,11.07116503,3.457592099,,,,
ILMN_1717234,CAST,NM_001042445.1,5,0.016534525,-1.349191078,9.033168074,-3.813593091,0.000567205,1.521631768,9.033168074,5.34509116,0.004484051,1.425223312,9.033168074,4.511656936,,,,
ILMN_2347798,IFI6,NM_022872.2,1,0.012514887,-1.348098232,8.80093422,-3.987960298,0.000713519,1.477510632,8.80093422,5.211789536,0.015677982,1.326662086,8.80093422,3.773955164,,,,
ILMN_1753010,PET112L,NM_004564.1,4,0.047545367,-1.347077313,8.055505673,-3.164929925,0.005942503,1.467055906,8.055505673,4.071271045,0.011249962,1.453567107,8.055505673,3.973148211,,,,
ILMN_1699521,KIAA1641,XM_944061.1,,0.044488669,-1.346545075,7.696480544,-3.204029056,0.000259799,1.711340835,7.696480544,5.785573335,0.025166415,1.383511578,7.696480544,3.495665146,,,,
ILMN_3294235,LOC100133177,XR_038205.1,,0.032553349,-1.345644312,12.19998945,-3.398124629,0.019908962,1.347367262,12.19998945,3.412771107,0.02588602,1.355099442,12.19998945,3.478271127,,,,
ILMN_1755536,PFDN5,NM_002624.3,12,0.003134032,-1.344062408,12.66757626,-4.814833376,4.78E-05,1.515942396,12.66757626,6.774341376,0.006533164,1.301658247,12.66757626,4.292838194,,,,
ILMN_1677877,UBE2L3,NM_198157.1,22,0.034822814,-1.343512678,9.080162071,-3.356363629,0.002009504,1.505532915,9.080162071,4.650537137,0.04083208,1.325389929,9.080162071,3.201997565,,,,
ILMN_1755405,FRAG1,NM_014489.1,11,0.035060084,-1.343087581,8.922307488,-3.351839339,0.000112298,1.735285195,8.922307488,6.263118884,0.016143014,1.39189364,8.922307488,3.757440489,,,,
ILMN_1669366,IFT88,NM_006531.3,13,0.025899192,-1.342370857,7.484387309,-3.541383271,0.040386568,1.284781383,7.484387309,3.013986479,0.004419827,1.456194707,7.484387309,4.520303851,,,,
ILMN_1723124,GALK2,NM_001001556.1,15,0.009050113,-1.341860307,6.842433633,-4.187810807,9.36E-05,1.56389439,6.842433633,6.368499668,0.011990798,1.318347302,6.842433633,3.936049175,,,,
ILMN_1718271,MTIF3,NM_152912.3,13,0.013509484,-1.34031061,9.547164522,-3.941307984,0.000468646,1.49935262,9.547164522,5.450167063,0.005166806,1.390241662,9.547164522,4.433480749,,,,
ILMN_1753472,SUMF1,NM_182760.2,3,0.010959478,-1.338967402,9.869780352,-4.064959287,0.000112407,1.567816633,9.869780352,6.262264623,0.016182238,1.309531092,9.869780352,3.755391668,,,,
ILMN_2264681,LETMD1,NM_015416.3,12,0.036509161,-1.337742907,6.911777824,-3.326076667,0.003815637,1.457282225,6.911777824,4.304402471,0.049843559,1.308831977,6.911777824,3.076336386,,,,
ILMN_2331205,CHKB,NM_005198.3,22,0.03538385,-1.337087725,8.259176643,-3.345458856,0.003785519,1.45374233,8.259176643,4.308778186,0.014813017,1.39213613,8.259176643,3.810095158,,,,
ILMN_2366972,NUDT6,NM_007083.3,4,0.024338101,-1.337073923,7.246035126,-3.579829109,0.000597165,1.538944646,7.246035126,5.31270355,0.000161029,1.695749416,7.246035126,6.508444997,,,,
ILMN_2317457,HSD11B1L,NM_198707.1,19,0.00390399,-1.336707036,7.231025503,-4.683621365,9.74E-05,1.481638421,7.231025503,6.344936984,0.000901917,1.401581207,7.231025503,5.448468424,,,,
ILMN_3241378,LOC728448,NR_003929.2,1,0.015809734,-1.336535879,6.38238847,-3.84508613,0.010246508,1.329869106,6.38238847,3.778802377,0.009700558,1.358555875,6.38238847,4.061691877,,,,
ILMN_1767481,XRCC6BP1,NM_033276.2,12,0.044137769,-1.335981548,7.227631356,-3.20839483,0.000407527,1.648008173,7.227631356,5.533296887,0.019750762,1.388034821,7.227631356,3.631756066,,,,
ILMN_1795181,DDX60,NM_017631.4,4,0.027444252,-1.335665385,6.908332997,-3.50356291,0.001199469,1.502442329,6.908332997,4.927873737,0.027261761,1.329317476,6.908332997,3.445895013,,,,
ILMN_1746403,GTF2IRD2P,NR_002164.1,7,0.01637614,-1.33355618,7.57464493,-3.81855135,0.000704899,1.482001665,7.57464493,5.218683567,0.038282486,1.276938153,7.57464493,3.243027001,,,,
ILMN_1660186,SYF2,NM_015484.4,1,0.038183258,-1.33298695,9.86544329,-3.296338085,0.00099925,1.549890714,9.86544329,5.025372914,0.021968777,1.36530314,9.86544329,3.571060207,,,,
ILMN_2142117,LYPLAL1,NM_138794.1,1,0.028463125,-1.332095757,8.847939441,-3.480002647,0.014195755,1.345310679,8.847939441,3.599802069,0.00119293,1.545463714,8.847939441,5.283035429,,,,
ILMN_1807206,DHRS1,NM_138452.1,14,0.009673479,-1.329417922,9.81503232,-4.145966373,2.11E-05,1.649677006,9.81503232,7.28867435,0.003211987,1.381139348,9.81503232,4.70170437,,,,
ILMN_1815519,EPN2,NM_014964.3,17,0.029120276,-1.32901984,8.01551203,-3.466761924,0.000234384,1.615879091,8.01551203,5.848743964,0.000352352,1.637708922,8.01551203,6.012295661,,,,
ILMN_1713031,PGCP,NM_016134.2,8,0.013208999,-1.3289142,9.142163385,-3.955451953,0.011551809,1.305979162,9.142163385,3.713292406,0.014330053,1.317011365,9.142163385,3.83030222,,,,
ILMN_1688160,WDR27,NM_182552.3,6,0.040506447,-1.327599865,7.218919637,-3.258634489,0.001864965,1.503494479,7.218919637,4.689390495,0.00157723,1.560609477,7.218919637,5.118140971,,,,
ILMN_2085722,ING2,NM_001564.2,4,0.016632984,-1.326772241,8.524032818,-3.810376057,2.22E-05,1.712330827,8.524032818,7.248234106,9.48E-05,1.664572816,8.524032818,6.867033911,,,,
ILMN_1671265,ING2,NM_001564.2,4,0.016688244,-1.326192353,7.889438019,-3.806504124,0.000409742,1.506937253,7.889438019,5.529232866,0.015939437,1.322038764,7.889438019,3.764208543,,,,
ILMN_1762224,HPS3,NM_032383.3,3,0.039603904,-1.326035637,7.568265791,-3.271798215,0.000625124,1.577920019,7.568265791,5.288181376,0.006927933,1.443639588,7.568265791,4.256995859,,,,
ILMN_2048793,CIAO1,NM_004804.2,2,0.029185985,-1.325839678,10.13105303,-3.465326262,0.000902312,1.512132894,10.13105303,5.080681423,0.000480943,1.606972672,10.13105303,5.828073625,,,,
ILMN_1765858,CAB39,NM_016289.2,2,0.02043811,-1.325655779,10.57755839,-3.686445795,0.000800516,1.482402753,10.57755839,5.147869935,0.013658202,1.343002925,10.57755839,3.856455108,,,,
ILMN_1754912,GLE1,NM_001003722.1,9,0.01988357,-1.325371759,9.761948519,-3.703285805,0.000871851,1.473978188,9.761948519,5.10039404,0.001380459,1.484758023,9.761948519,5.196190394,,,,
ILMN_1703379,VPS41,NM_014396.2,7,0.030253293,-1.325356421,9.964259812,-3.445937489,0.00061319,1.541962944,9.964259812,5.29777485,0.001524361,1.522273166,9.964259812,5.14055631,,,,
ILMN_2049343,LOC642947,NM_001039895.1,9,0.030253293,-1.324464137,12.0659909,-3.44612663,0.02789457,1.300828272,12.0659909,3.225301665,0.022255096,1.337188959,12.0659909,3.563385626,,,,
ILMN_1742827,EXOC4,NM_021807.3,7,0.026513078,-1.324077436,9.043957979,-3.524969682,0.001838768,1.453779631,9.043957979,4.698438719,0.001588793,1.502634526,9.043957979,5.113488942,,,,
ILMN_2379080,NFATC2IP,NM_032815.3,16,0.012090775,-1.323531449,9.199063832,-4.007803277,3.94E-05,1.61875266,9.199063832,6.886756761,0.000691008,1.479379438,9.199063832,5.599454597,,,,
ILMN_1692058,NDN,NM_002487.2,15,0.023974749,-1.322382683,11.12212324,-3.590986573,0.000267626,1.566640739,11.12212324,5.769190653,0.012132391,1.357643665,11.12212324,3.929162833,,,,
ILMN_2041046,CKS1B,NM_001826.1,1,0.030773636,-1.321877338,9.017306481,-3.435152427,0.023794563,1.308885692,9.017306481,3.313568728,0.002349274,1.487244068,9.017306481,4.886159204,,,,
ILMN_1726466,HDHD3,NM_031219.2,9,0.011831491,-1.321364195,7.068146389,-4.019683426,0.020802918,1.264750093,7.068146389,3.388019302,0.000225121,1.546089516,7.068146389,6.285303227,,,,
ILMN_1713162,GSTM2,NM_000848.2,1,0.031315093,-1.320181824,7.159157436,-3.422882223,9.20E-07,2.145567051,7.159157436,9.407230876,1.97E-05,1.907855106,7.159157436,7.96024189,,,,
ILMN_1811836,DYNC2LI1,NM_016008.2,2,0.02337125,-1.319445591,8.18675513,-3.607769837,0.000585131,1.505498287,8.18675513,5.324541814,0.003140548,1.436791918,8.18675513,4.716619891,,,,
ILMN_1811363,NOVA1,NM_006491.2,14,0.005989093,-1.318500263,6.659178431,-4.422152885,1.35E-05,1.605303969,6.659178431,7.569987058,0.007244927,1.302923167,6.659178431,4.23207526,,,,
ILMN_1656316,ZMYM3,NM_201599.1,X,0.021899564,-1.315811014,7.638748419,-3.647642117,1.77E-05,1.743780762,7.638748419,7.39030092,0.013369813,1.338016106,7.638748419,3.870057074,,,,
ILMN_1728698,GDE1,NM_016641.3,16,0.012358788,-1.315077977,8.318843159,-3.995617932,0.000798688,1.423303013,8.318843159,5.149306156,5.67E-05,1.638679844,8.318843159,7.204923734,,,,
ILMN_1721741,ATPBD1B,NM_018066.2,1,0.025621004,-1.314526819,8.78053997,-3.549647676,0.000139499,1.60499734,8.78053997,6.140985123,0.042871937,1.276761053,8.78053997,3.171285083,,,,
ILMN_1769288,LOC402560,XM_944321.1,,0.015986318,-1.314393832,8.411625681,-3.8377285,0.013977717,1.293095913,8.411625681,3.608394353,0.008845003,1.34079368,8.411625681,4.116896111,,,,
ILMN_1729767,TARBP2,NM_134323.1,12,0.036281983,-1.312177202,7.565965364,-3.330026002,0.008563158,1.371661502,7.565965364,3.873432266,0.006885959,1.415643846,7.565965364,4.260277676,,,,
ILMN_2399036,SEPN1,NM_020451.2,1,0.01641684,-1.312158149,8.55779074,-3.817022289,0.000929176,1.433818452,8.55779074,5.062810807,0.002675996,1.407913326,8.55779074,4.806644202,,,,
ILMN_2368292,TSEN34,NM_001077446.1,19,0.019267499,-1.310701093,10.77599556,-3.721123298,0.003476815,1.372464066,10.77599556,4.354401418,0.008761524,1.349454169,10.77599556,4.121867171,,,,
ILMN_2136635,ISCA2,NM_194279.1,14,0.019059453,-1.310700382,6.94991186,-3.727419926,0.000687957,1.461908543,6.94991186,5.231565379,0.008250215,1.352015927,6.94991186,4.154978423,,,,
ILMN_1652163,DVL2,NM_004422.2,17,0.006318705,-1.308763198,7.695151897,-4.389355621,0.000673336,1.379255816,7.695151897,5.245123727,0.000116696,1.51013395,7.695151897,6.723903319,,,,
ILMN_1698258,DNAJC8,NM_014280.2,1,0.017592884,-1.308735023,11.41751029,-3.774544598,0.031685419,1.251967368,11.41751029,3.152449547,0.034662789,1.265825684,11.41751029,3.306881995,,,,
ILMN_1839750,LOC729776,XM_001133820.1,6,0.008515869,-1.308493917,7.532571524,-4.222028852,0.002671295,1.331349032,7.532571524,4.493931882,0.007324105,1.308802783,7.532571524,4.22573494,,,,
ILMN_1781996,NUDT16,NM_152395.1,3,0.013560409,-1.307004785,7.419009557,-3.938840551,0.016908194,1.268980912,7.419009557,3.504497709,0.019425627,1.280994997,7.419009557,3.643124144,,,,
ILMN_1684873,ARSD,NM_001669.2,X,0.008475721,-1.306954048,7.970392443,-4.225793133,8.15E-05,1.504296618,7.970392443,6.44566099,2.31E-05,1.643030723,7.970392443,7.83822087,,,,
ILMN_2334042,THYN1,NM_199297.1,11,0.043275706,-1.305950503,8.786732921,-3.219639981,0.021305438,1.322854759,8.786732921,3.374764955,0.000636699,1.597256437,8.786732921,5.648336831,,,,
